0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0
0;0;0;4;4;4;4;4;0;0;0;0;4;0;0;0;0;0;0;0
0;0;0;4;6;0;5;7;0;3;0;0;4;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4;0;4;4;4;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4;7;4;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
