4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;0;0;0;6;4;4;4;4;0;0;0;0;0;0;0;4
4;4;4;4;7;4;4;0;4;0;0;0;0;0;0;0;0;0;0;4
4;4;4;4;0;4;4;0;4;0;0;0;0;4;4;4;4;0;0;4
4;4;4;0;0;4;4;5;4;0;4;4;4;0;0;0;0;0;0;4
4;0;0;0;4;4;4;0;4;0;4;0;0;0;0;0;0;0;0;4
4;7;0;4;4;4;4;0;4;0;4;0;0;4;4;4;4;4;4;4
4;0;0;0;4;0;0;0;4;0;4;0;0;4;0;0;0;5;4;4
4;0;0;4;4;0;0;0;0;0;0;0;0;4;0;4;4;4;4;4
4;0;0;4;4;7;0;0;0;3;0;0;0;7;0;4;4;4;4;4
4;0;0;0;4;4;4;4;0;0;0;4;4;4;0;4;4;4;4;4
4;4;0;0;4;4;4;4;4;0;4;4;4;4;0;4;4;4;4;4
4;4;0;7;4;4;4;4;4;0;4;4;4;0;0;4;4;4;4;4
4;4;0;0;4;4;4;4;4;0;0;0;0;0;0;4;4;4;4;4
4;0;0;0;4;4;4;4;4;4;4;4;4;0;0;4;4;4;4;4
4;0;4;4;4;4;4;4;4;4;4;4;4;4;0;0;4;4;4;4
4;0;4;4;0;0;0;0;0;0;4;4;4;4;7;0;0;0;0;4
4;0;0;0;0;0;4;4;0;0;4;4;4;4;4;4;4;4;0;4
4;7;0;0;0;4;4;4;4;7;0;0;0;0;0;0;0;0;0;4
4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
